f_Hz_Median,ICI,num_Clicks,var_RI
 4632.00,  0.0075684, 22,  0.0000081
 9144.00,  0.0095215, 28,  0.0000114
 7368.00,  0.0782471, 12,  0.0000114
 5424.00,  0.0089722, 32,  0.0000115
 9104.00,  0.0177307, 17,  0.0000115
 9112.00,  0.0077515, 240,  0.0000086
 8952.00,  0.0075073, 98,  0.0000131
 9152.00,  0.0066833, 251,  0.0000097
 6592.00,  0.0258179, 86,  0.0000136
 6608.00,  0.5721436, 16,  0.0000068
 6616.00,  0.7214661, 13,  0.0000068
 6608.00,  0.3285828, 19,  0.0000095
 6608.00,  0.2485657, 29,  0.0000097
 6632.00,  0.8793640, 13,  0.0000068
 6608.00,  0.8707275, 10,  0.0000096
 6600.00,  0.8639526, 22,  0.0000097
 6624.00,  0.8984070, 15,  0.0000067
 7320.00,  0.0122070, 97,  0.0000142
 6384.00,  0.0057373, 434,  0.0000174
 4112.00,  0.2090149, 13,  0.0000289
 4104.00,  0.1213379, 22,  0.0000289
 6208.00,  0.3406982, 8,  0.0000339
 4144.00,  0.0132751, 23,  0.0000349
 5872.00,  0.0435791, 14,  0.0000349
 4104.00,  0.0114746, 8,  0.0000349
 4896.00,  0.5567627, 16,  0.0000268
 4144.00,  0.0090942, 20,  0.0000240
 4104.00,  0.0088196, 57,  0.0000276
 4120.00,  0.0083008, 25,  0.0000266
 4096.00,  0.0094604, 246,  0.0000232
 4104.00,  0.0125122, 18,  0.0000197
 7408.00,  0.0083618, 46,  0.0000102
 7392.00,  0.0063477, 16,  0.0000102
 6616.00,  0.8464355, 8,  0.0000090
 6624.00,  0.7896118, 13,  0.0000090
 6616.00,  0.7593384, 14,  0.0000066
 6616.00,  0.0039063, 11,  0.0000083
 6640.00,  0.0777283, 27,  0.0000245
 6760.00,  0.0805054, 14,  0.0000245
 6768.00,  0.0783691, 50,  0.0000245
 6536.00,  0.0772705, 48,  0.0000273
 6760.00,  0.0952148, 10,  0.0000273
 6616.00,  0.0509644, 53,  0.0000288
 6776.00,  0.0826416, 8,  0.0000288
 5648.00,  0.0682678, 15,  0.0000288
 6832.00,  0.0755615, 22,  0.0000300
 6656.00,  0.0776367, 32,  0.0000300
 6784.00,  0.0474548, 137,  0.0000349
 4144.00,  0.0418701, 18,  0.0000371
 6776.00,  0.0098267, 33,  0.0000329
 6800.00,  0.0067749, 17,  0.0000329
 6728.00,  0.0283203, 22,  0.0000313
 6632.00,  0.0552979, 18,  0.0000313
 6264.00,  0.0130005, 10,  0.0000349
 6968.00,  0.0957642, 14,  0.0000349
 6840.00,  0.0710449, 16,  0.0000349
 6824.00,  0.0135498, 70,  0.0000411
 6784.00,  0.0441589, 215,  0.0000411
 6800.00,  0.0847168, 35,  0.0000361
 6824.00,  0.0383911, 12,  0.0000447
 6784.00,  0.0255737, 124,  0.0000447
 7208.00,  0.0242920, 154,  0.0000600
 7352.00,  0.0245361, 366,  0.0000584
 6840.00,  0.0460510, 207,  0.0000448
 7088.00,  0.0791626, 16,  0.0000448
 6968.00,  0.0433044, 227,  0.0000448
 6816.00,  0.0551147, 71,  0.0000484
 6608.00,  0.0046387, 8,  0.0000073
 4520.00,  0.0067139, 11,  0.0000272
 5800.00,  0.0043945, 12,  0.0000248
 6608.00,  0.0613403, 15,  0.0000089
 4424.00,  0.0042114, 9,  0.0000112
 6632.00,  0.1724243, 24,  0.0000119
 7360.00,  0.0126953, 165,  0.0000093
 6800.00,  0.0755005, 9,  0.0000290
 6256.00,  0.6262817, 8,  0.0000200
 6616.00,  0.3634033, 9,  0.0000125
 6616.00,  0.0961304, 22,  0.0000115
 6736.00,  0.5313721, 8,  0.0000139
 4864.00,  0.4671326, 21,  0.0000120
 8576.00,  0.5577393, 11,  0.0000121
 7352.00,  0.5646057, 9,  0.0000099
 4160.00,  0.2370300, 11,  0.0000378
 4128.00,  0.0053101, 1530,  0.0000378
 4088.00,  0.0064087, 675,  0.0000607
 5960.00,  0.4260254, 20,  0.0000387
 4680.00,  0.1573181, 23,  0.0000103
 7352.00,  0.1371765, 13,  0.0000073
 4888.00,  0.1216431, 10,  0.0000131
 5920.00,  0.2994995, 10,  0.0000131
 6264.00,  0.2034302, 12,  0.0000131
 6160.00,  0.1114197, 363,  0.0000131
 6168.00,  0.0891724, 151,  0.0000136
 6160.00,  0.3589172, 13,  0.0000140
 6008.00,  0.1319580, 56,  0.0000120
 5504.00,  0.0034790, 64,  0.0000128
 5528.00,  0.0758667, 25,  0.0000128
 6296.00,  0.0900879, 63,  0.0000128
 6240.00,  0.1141052, 113,  0.0000164
 6384.00,  0.1278992, 87,  0.0000164
 6328.00,  0.0872803, 54,  0.0000100
 5704.00,  0.1033325, 118,  0.0000138
 7360.00,  0.0893250, 33,  0.0000135
 7352.00,  0.1619263, 19,  0.0000106
 7352.00,  0.1757813, 22,  0.0000134
 5832.00,  0.3210449, 8,  0.0000111
 4856.00,  0.1821289, 14,  0.0000136
 4424.00,  0.4778137, 9,  0.0000122
 6408.00,  0.4413452, 11,  0.0000122
 6616.00,  0.1632690, 8,  0.0000132
 5976.00,  0.2109375, 14,  0.0000168
 6384.00,  0.0739136, 132,  0.0000170
 6800.00,  0.0401917, 105,  0.0000155
 7360.00,  0.0556641, 37,  0.0000153
 6256.00,  0.0883789, 18,  0.0000074
 6176.00,  0.0872192, 28,  0.0000068
 7816.00,  0.1678467, 12,  0.0000102
 7352.00,  0.3411255, 8,  0.0000074
 8000.00,  0.1404114, 11,  0.0000074
 8416.00,  0.0045166, 36,  0.0000074
 5888.00,  0.0390015, 8,  0.0000070
 6136.00,  0.0346680, 28,  0.0000068
 7672.00,  0.0633240, 11,  0.0000068
 6608.00,  0.0042419, 11,  0.0000068
 6608.00,  0.0170288, 42,  0.0000101
 8408.00,  0.0718994, 9,  0.0000101
 9152.00,  0.0072632, 12,  0.0000078
 8688.00,  0.0053406, 13,  0.0000078
 9008.00,  0.0036926, 33,  0.0000113
 6080.00,  0.0032043, 13,  0.0000113
 7352.00,  0.0876465, 20,  0.0000073
 6816.00,  0.0777588, 29,  0.0000107
 7344.00,  0.0888062, 21,  0.0000107
 7352.00,  0.0384521, 15,  0.0000108
 8864.00,  0.0074463, 8,  0.0000147
 7936.00,  0.1006470, 88,  0.0000180
 8664.00,  0.0081177, 48,  0.0000215
 7352.00,  0.0079346, 134,  0.0000182
 7544.00,  0.0659180, 104,  0.0000145
 6104.00,  0.0060730, 23,  0.0000158
 8904.00,  0.0076294, 121,  0.0000188
 7360.00,  0.0051880, 34,  0.0000169
 6504.00,  0.0119019, 14,  0.0000152
 7360.00,  0.6859741, 28,  0.0000178
 6272.00,  0.2959595, 11,  0.0000156
 7360.00,  0.0079346, 30,  0.0000163
 6616.00,  0.0109863, 16,  0.0000103
 4416.00,  0.0080261, 15,  0.0000110
 6016.00,  0.0311279, 8,  0.0000226
 9040.00,  0.2603149, 13,  0.0000166
 8680.00,  0.2321777, 15,  0.0000168
 8848.00,  0.0915833, 35,  0.0000267
 6616.00,  0.1210327, 14,  0.0000253
 7256.00,  0.0670166, 8,  0.0000295
 4104.00,  0.2017212, 9,  0.0000295
 4088.00,  0.2017822, 8,  0.0000294
 4136.00,  0.1129761, 22,  0.0000260
 4208.00,  0.5794678, 8,  0.0000250
 4840.00,  0.2562866, 11,  0.0000081
 6624.00,  0.2541504, 14,  0.0000081
 5928.00,  0.3608398, 22,  0.0000081
 5504.00,  0.5559998, 15,  0.0000089
 5392.00,  0.2299194, 17,  0.0000117
 7184.00,  0.4625244, 8,  0.0000113
 7640.00,  0.4177551, 13,  0.0000113
 7552.00,  0.2756958, 10,  0.0000124
 7432.00,  0.4531860, 10,  0.0000124
 7800.00,  0.2919312, 14,  0.0000115
 5248.00,  0.4166260, 38,  0.0000093
 7736.00,  0.3499146, 27,  0.0000095
 8096.00,  0.4020386, 22,  0.0000121
 7352.00,  0.4886780, 15,  0.0000118
 7384.00,  0.0527344, 14,  0.0000087
 8064.00,  0.1446533, 10,  0.0000092
 8280.00,  0.0761719, 34,  0.0000092
 8240.00,  0.0263367, 41,  0.0000137
 6464.00,  0.0237732, 207,  0.0000137
 6328.00,  0.0374146, 18,  0.0000137
 6440.00,  0.0554199, 14,  0.0000137
 6192.00,  0.0360718, 50,  0.0000093
 6176.00,  0.1257324, 51,  0.0000093
 6184.00,  0.0220337, 218,  0.0000094
 7416.00,  0.0156860, 72,  0.0000131
 5544.00,  0.0239258, 20,  0.0000131
 7416.00,  0.1637573, 8,  0.0000131
 4440.00,  0.0039978, 33,  0.0000076
 7352.00,  0.0309753, 19,  0.0000077
 7352.00,  0.0113525, 11,  0.0000102
 4920.00,  0.0059204, 18,  0.0000102
 7360.00,  0.0119629, 46,  0.0000170
 5024.00,  0.0050659, 18,  0.0000166
 7344.00,  0.4277344, 8,  0.0000104
 7352.00,  0.5591125, 9,  0.0000104
 5056.00,  0.3876343, 9,  0.0000076
 7352.00,  0.4198608, 10,  0.0000108
 5048.00,  0.1194458, 18,  0.0000109
 6168.00,  0.1083984, 42,  0.0000091
 9128.00,  0.1309204, 11,  0.0000091
 6152.00,  0.1089478, 11,  0.0000089
 7344.00,  0.1113892, 34,  0.0000089
 7352.00,  0.0899658, 227,  0.0000125
 7352.00,  0.0510864, 109,  0.0000099
 7352.00,  0.2032471, 16,  0.0000099
 7352.00,  0.0458984, 122,  0.0000135
 8000.00,  0.0057983, 55,  0.0000143
 7248.00,  0.0042725, 38,  0.0000143
 8640.00,  0.0147095, 26,  0.0000143
 7024.00,  0.0054626, 29,  0.0000143
 8488.00,  0.0047607, 44,  0.0000099
 7352.00,  0.0051270, 30,  0.0000099
 9136.00,  0.1180420, 29,  0.0000092
 9144.00,  0.1300659, 34,  0.0000092
 7352.00,  0.3107910, 11,  0.0000131
 5304.00,  0.5545654, 8,  0.0000131
 7352.00,  0.3605957, 12,  0.0000094
 5176.00,  0.3803101, 8,  0.0000094
 7352.00,  0.0725098, 13,  0.0000128
 6440.00,  0.0687256, 17,  0.0000128
 7352.00,  0.1281738, 8,  0.0000128
 7344.00,  0.2933350, 14,  0.0000132
 7352.00,  0.3288574, 11,  0.0000132
 5464.00,  0.1022644, 9,  0.0000141
 6032.00,  0.1171570, 27,  0.0000141
 7344.00,  0.1329956, 17,  0.0000167
 7032.00,  0.1149292, 10,  0.0000167
 7344.00,  0.0810852, 25,  0.0000168
 5464.00,  0.1083374, 9,  0.0000131
 5304.00,  0.2076111, 29,  0.0000131
 8920.00,  0.0049438, 23,  0.0000170
 4728.00,  0.0847168, 10,  0.0000173
 7360.00,  0.0898132, 21,  0.0000134
 5744.00,  0.1086426, 13,  0.0000134
 7352.00,  0.0781860, 55,  0.0000134
 9112.00,  0.2391663, 11,  0.0000165
 9048.00,  0.0103149, 14,  0.0000165
 5016.00,  0.1818237, 14,  0.0000123
 7360.00,  0.1552124, 13,  0.0000123
 9080.00,  0.0454712, 8,  0.0000120
 5224.00,  0.1137085, 9,  0.0000159
 5624.00,  0.1376953, 22,  0.0000158
 7360.00,  0.0083008, 186,  0.0000123
 6192.00,  0.1232300, 50,  0.0000158
 5984.00,  0.3717041, 13,  0.0000096
 7360.00,  0.1604004, 22,  0.0000096
 7352.00,  0.1561279, 8,  0.0000096
 7352.00,  0.1520386, 69,  0.0000131
 6784.00,  0.0984497, 20,  0.0000100
 6232.00,  0.1964417, 49,  0.0000100
 5448.00,  0.2002563, 11,  0.0000142
 7360.00,  0.1257935, 46,  0.0000142
 6112.00,  0.2894287, 12,  0.0000102
 8088.00,  0.0037231, 242,  0.0000109
 7352.00,  0.1932068, 13,  0.0000109
 7344.00,  0.0074158, 31,  0.0000120
 6928.00,  0.0032959, 16,  0.0000120
 7352.00,  0.0081787, 34,  0.0000104
 8416.00,  0.0048828, 12,  0.0000113
 8464.00,  0.0072021, 180,  0.0000113
 9152.00,  0.0243530, 68,  0.0000113
 8384.00,  0.0039063, 26,  0.0000138
 6608.00,  0.0045166, 92,  0.0000138
 7344.00,  0.0570068, 28,  0.0000138
 5200.00,  0.0050659, 38,  0.0000128
 7488.00,  0.0044250, 193,  0.0000128
 5424.00,  0.0050049, 54,  0.0000105
 4704.00,  0.0039673, 153,  0.0000105
 7728.00,  0.0041504, 36,  0.0000113
 5256.00,  0.0041504, 29,  0.0000113
 4832.00,  0.0119629, 28,  0.0000113
 8096.00,  0.0057373, 65,  0.0000113
 8560.00,  0.0270081, 17,  0.0000142
 7352.00,  0.0043640, 11,  0.0000142
 6912.00,  0.0060425, 23,  0.0000142
 5208.00,  0.0061646, 60,  0.0000133
 7344.00,  0.1171265, 17,  0.0000085
 7344.00,  0.4738770, 9,  0.0000085
 5808.00,  0.0495300, 9,  0.0000083
 7352.00,  0.0525818, 21,  0.0000083
 7352.00,  0.0101013, 23,  0.0000138
 5896.00,  0.0088501, 8,  0.0000138
 4832.00,  0.1330566, 27,  0.0000138
 5152.00,  0.0193176, 67,  0.0000143
 8992.00,  0.0052185, 53,  0.0000143
 9152.00,  0.0043945, 86,  0.0000143
 8872.00,  0.0040894, 181,  0.0000125
 8976.00,  0.0046997, 135,  0.0000125
 8768.00,  0.0284119, 25,  0.0000132
 7360.00,  0.0431519, 19,  0.0000132
 5336.00,  0.0042725, 590,  0.0000132
 4872.00,  0.0052185, 25,  0.0000174
 4240.00,  0.2024841, 9,  0.0000867
 8392.00,  0.1712646, 14,  0.0000968
 4160.00,  0.1088867, 12,  0.0000914
 4136.00,  0.4227295, 8,  0.0000914
 4984.00,  0.1215820, 10,  0.0000907
 6664.00,  0.1223145, 18,  0.0000141
 5160.00,  0.1917419, 11,  0.0000161
 4976.00,  0.2332764, 10,  0.0000105
 4944.00,  0.3650818, 9,  0.0000105
 7360.00,  0.1954041, 13,  0.0000142
 7352.00,  0.2532349, 82,  0.0000142
 5136.00,  0.2493896, 8,  0.0000144
 7360.00,  0.1914673, 18,  0.0000098
 5480.00,  0.4269409, 12,  0.0000097
 7360.00,  0.0747681, 563,  0.0000100
 7352.00,  0.0561523, 2635,  0.0000145
 7352.00,  0.0740662, 463,  0.0000094
 7360.00,  0.1534424, 8,  0.0000111
 4096.00,  0.1395264, 25,  0.0000111
 5328.00,  0.1705322, 10,  0.0000158
 7352.00,  0.2325745, 11,  0.0000158
 7360.00,  0.3176880, 8,  0.0000156
 4960.00,  0.1589050, 25,  0.0000148
 7368.00,  0.1413574, 44,  0.0000106
 7360.00,  0.1768799, 21,  0.0000105
 7352.00,  0.1964722, 61,  0.0000146
 6608.00,  0.2026978, 16,  0.0000147
 5992.00,  0.2415161, 12,  0.0000101
 7360.00,  0.2392273, 11,  0.0000145
 7360.00,  0.1499023, 29,  0.0000144
 5304.00,  0.2033081, 8,  0.0000100
 7360.00,  0.1597290, 79,  0.0000150
 7360.00,  0.1830444, 14,  0.0000150
 5336.00,  0.1724243, 28,  0.0000150
 7360.00,  0.1901855, 66,  0.0000104
 7360.00,  0.2098389, 46,  0.0000104
 7360.00,  0.3419800, 10,  0.0000148
 7360.00,  0.3090820, 8,  0.0000148
 7360.00,  0.2005005, 14,  0.0000143
 7368.00,  0.1468811, 23,  0.0000143
 6216.00,  0.1532593, 10,  0.0000098
 7360.00,  0.2926636, 14,  0.0000098
 7360.00,  0.2185669, 30,  0.0000141
 6304.00,  0.0850525, 13,  0.0000437
 6536.00,  0.1098633, 34,  0.0000437
 6512.00,  0.0703125, 18,  0.0000430
 9144.00,  0.0328369, 32,  0.0000277
 9104.00,  0.4396362, 10,  0.0000277
 9136.00,  0.0714111, 32,  0.0000409
 9112.00,  0.2103882, 19,  0.0000330
 6512.00,  0.0059204, 1862,  0.0000457
 4856.00,  0.5895386, 31,  0.0000108
 9152.00,  0.0854492, 170,  0.0000149
 6600.00,  0.0697632, 56,  0.0000167
 7832.00,  0.1957397, 16,  0.0000163
 7816.00,  0.3934937, 10,  0.0000163
 6624.00,  0.0671387, 8,  0.0000078
 5240.00,  0.0387573, 22,  0.0000059
 7352.00,  0.1648560, 8,  0.0000133
 7352.00,  0.1175537, 20,  0.0000131
 7352.00,  0.1813965, 9,  0.0000131
 5216.00,  0.1259155, 14,  0.0000098
 7352.00,  0.1756592, 24,  0.0000098
 7344.00,  0.0785522, 24,  0.0000098
 7336.00,  0.1091309, 16,  0.0000098
 6392.00,  0.1213379, 10,  0.0000132
 6256.00,  0.0729980, 409,  0.0000096
 4920.00,  0.0204468, 258,  0.0000728
 6632.00,  0.0034485, 201,  0.0000728
 5760.00,  0.0120544, 431,  0.0002770
 8840.00,  0.0321350, 21,  0.0002436
 5464.00,  0.0882568, 174,  0.0002436
 5552.00,  0.1480713, 14,  0.0000091
 7352.00,  0.2340698, 9,  0.0000091
 5992.00,  0.0050049, 8,  0.0000123
 8856.00,  0.0041809, 71,  0.0000124
 4504.00,  0.0128784, 43,  0.0000085
 7352.00,  0.0225525, 33,  0.0000085
 7344.00,  0.0695190, 10,  0.0000110
 4864.00,  0.0225830, 28,  0.0000075
 7352.00,  0.0366211, 27,  0.0000113
 7352.00,  0.0239868, 10,  0.0000081
 4896.00,  0.0292053, 41,  0.0000083
 7344.00,  0.0069580, 145,  0.0000083
 7344.00,  0.0151367, 88,  0.0000119
 6320.00,  0.0830688, 14,  0.0000110
 7352.00,  0.1802979, 12,  0.0000108
 5624.00,  0.1853638, 8,  0.0000246
 6816.00,  0.1636963, 36,  0.0000246
 6192.00,  0.0708923, 65,  0.0000257
 7360.00,  0.1658936, 18,  0.0000249
 7360.00,  0.0036316, 13,  0.0000119
 7360.00,  0.2437134, 9,  0.0000084
 6024.00,  0.2782593, 12,  0.0000124
 7360.00,  0.3903198, 8,  0.0000124
 5896.00,  0.0049438, 63,  0.0000252
 4296.00,  0.0028687, 126,  0.0000252
 6624.00,  0.0029297, 35,  0.0000252
 6456.00,  0.0052795, 21,  0.0000252
 7360.00,  0.0048218, 75,  0.0000252
 7408.00,  0.0051270, 121,  0.0000155
 7440.00,  0.0059814, 12,  0.0000232
 7840.00,  0.0183716, 40,  0.0000232
 5376.00,  0.1755066, 9,  0.0000120
 5400.00,  0.1652832, 14,  0.0000089
 7344.00,  0.3079224, 8,  0.0000089
 5320.00,  0.2989502, 8,  0.0000089
 7360.00,  0.1561890, 21,  0.0000123
 7352.00,  0.2062378, 10,  0.0000092
 4784.00,  0.1329041, 63,  0.0000130
 7360.00,  0.1407471, 29,  0.0000096
 5160.00,  0.2048340, 8,  0.0000096
 7352.00,  0.3231812, 8,  0.0000133
 5328.00,  0.0969238, 22,  0.0000098
 7336.00,  0.0873413, 239,  0.0000140
 5048.00,  0.0690918, 34,  0.0000147
 6392.00,  0.0526733, 71,  0.0000100
 7312.00,  0.1041260, 82,  0.0000283
 5400.00,  0.0808105, 60,  0.0000283
 4632.00,  0.1954956, 17,  0.0000089
 7360.00,  0.2297363, 21,  0.0000088
 7360.00,  0.2022705, 14,  0.0000097
 5384.00,  0.1875610, 9,  0.0000093
 7352.00,  0.2582092, 15,  0.0000091
 7360.00,  0.4839172, 9,  0.0000091
 7352.00,  0.1553345, 11,  0.0000125
 4392.00,  0.3355103, 8,  0.0000097
 7360.00,  0.2339478, 12,  0.0000097
 6376.00,  0.1694946, 33,  0.0000098
 7352.00,  0.0361328, 10,  0.0000132
 7560.00,  0.2598267, 14,  0.0000132
 7352.00,  0.2723083, 11,  0.0000132
 7344.00,  0.1681519, 68,  0.0000134
 6336.00,  0.1837158, 14,  0.0000135
 4864.00,  0.1723633, 8,  0.0000101
 7352.00,  0.1790161, 42,  0.0000104
 4928.00,  0.1835938, 12,  0.0000138
 7352.00,  0.1782837, 10,  0.0000104
 4864.00,  0.1536255, 58,  0.0000142
 7352.00,  0.1594849, 68,  0.0000138
 4856.00,  0.1028442, 58,  0.0000101
 9104.00,  0.1906738, 9,  0.0000132
 4648.00,  0.1662598, 11,  0.0000132
 5104.00,  0.0044250, 27,  0.0000122
 7352.00,  0.0060425, 10,  0.0000120
 7360.00,  0.0048828, 18,  0.0000088
 7360.00,  0.1944275, 31,  0.0000087
 6128.00,  0.0980530, 77,  0.0000087
 7344.00,  0.0112305, 204,  0.0000132
 6216.00,  0.0033569, 268,  0.0000141
 4976.00,  0.0094604, 15,  0.0000082
 7352.00,  0.0081787, 19,  0.0000082
 7352.00,  0.0507202, 26,  0.0000073
 7360.00,  0.0230408, 59,  0.0000108
 7232.00,  0.3386536, 9,  0.0000089
 7352.00,  0.0534973, 63,  0.0000088
 4160.00,  0.0130310, 85,  0.0000096
 8176.00,  0.0796509, 68,  0.0000096
 6072.00,  0.0820618, 123,  0.0000134
 8728.00,  0.0147095, 38,  0.0000079
 7360.00,  0.2883301, 8,  0.0000079
 8976.00,  0.4486084, 8,  0.0000080
 7344.00,  0.5061646, 9,  0.0000080
 7024.00,  0.3276062, 15,  0.0000115
 6240.00,  0.3942871, 20,  0.0000114
 7352.00,  0.2385254, 38,  0.0000079
 7352.00,  0.4370117, 14,  0.0000113
 7360.00,  0.3522644, 25,  0.0000114
 7616.00,  0.3366699, 14,  0.0000115
 6896.00,  0.3506775, 13,  0.0000115
 7352.00,  0.2209473, 12,  0.0000081
 7352.00,  0.1931763, 10,  0.0000081
 7352.00,  0.3516846, 19,  0.0000117
 6864.00,  0.4129944, 15,  0.0000117
 7352.00,  0.1282349, 10,  0.0000081
 7352.00,  0.2103577, 19,  0.0000081
 6008.00,  0.2234497, 11,  0.0000116
 5632.00,  0.2966919, 9,  0.0000083
 6808.00,  0.1668091, 11,  0.0000083
 6128.00,  0.4776001, 8,  0.0000115
 6224.00,  0.6168518, 9,  0.0000115
 6472.00,  0.7644043, 8,  0.0000082
 6952.00,  0.3193970, 9,  0.0000082
 7352.00,  0.4149780, 10,  0.0000116
 5536.00,  0.3911133, 16,  0.0000084
 7352.00,  0.3493958, 13,  0.0000118
 6424.00,  0.1791992, 9,  0.0000118
 7352.00,  0.3206482, 15,  0.0000084
 6232.00,  0.3205872, 9,  0.0000084
 7352.00,  0.5944824, 8,  0.0000084
 5376.00,  0.5361328, 9,  0.0000084
 5424.00,  0.4179688, 8,  0.0000122
 7352.00,  0.3825073, 10,  0.0000088
 6848.00,  0.2429199, 18,  0.0000088
 7352.00,  0.2743530, 12,  0.0000088
 5376.00,  0.4842529, 8,  0.0000088
 6208.00,  0.4290161, 11,  0.0000088
 7352.00,  0.4400024, 14,  0.0000126
 4112.00,  0.3200073, 10,  0.0000142
 4160.00,  0.3612061, 11,  0.0000148
 7352.00,  0.6048584, 12,  0.0000106
 7360.00,  0.6983643, 8,  0.0000147
 6344.00,  0.2404785, 26,  0.0000087
 6608.00,  0.4817505, 8,  0.0000087
 6384.00,  0.2294006, 27,  0.0000087
 6408.00,  0.1878052, 23,  0.0000090
 6624.00,  0.2718201, 39,  0.0000090
 4856.00,  0.2850342, 26,  0.0000132
 4864.00,  0.2895203, 29,  0.0000130
 6600.00,  0.3364563, 37,  0.0000088
 4864.00,  0.2010803, 23,  0.0000085
 4864.00,  0.1675720, 39,  0.0000085
 7352.00,  0.3901672, 15,  0.0000114
 6200.00,  0.3164063, 9,  0.0000114
 4856.00,  0.1903076, 28,  0.0000114
 6504.00,  0.3420715, 9,  0.0000081
 7288.00,  0.4577026, 8,  0.0000081
 6392.00,  0.2185059, 24,  0.0000085
 6608.00,  0.1422729, 18,  0.0000085
 4856.00,  0.2214966, 36,  0.0000085
 4864.00,  0.3128052, 32,  0.0000122
 4856.00,  0.2386475, 50,  0.0000126
 4864.00,  0.2561951, 23,  0.0000097
 6624.00,  0.1807861, 26,  0.0000098
 6408.00,  0.2410278, 30,  0.0000098
 6616.00,  0.2648621, 25,  0.0000126
 6632.00,  0.2326355, 37,  0.0000121
 6616.00,  0.2644653, 30,  0.0000088
 6608.00,  0.2474976, 119,  0.0000088
 6600.00,  0.0893555, 2394,  0.0000090
 6616.00,  0.1279907, 99,  0.0000088
 6600.00,  0.1060181, 1161,  0.0000088
 6608.00,  0.1132507, 641,  0.0000081
 6600.00,  0.1024780, 32,  0.0000107
 7360.00,  0.0791016, 369,  0.0000081
 6608.00,  0.0782471, 518,  0.0000113
 6600.00,  0.0932617, 1456,  0.0000127
 6624.00,  0.0908508, 15,  0.0000110
 6608.00,  0.2340393, 91,  0.0000097
 6032.00,  0.1976013, 15,  0.0000094
 6184.00,  0.2780762, 23,  0.0000094
 7368.00,  0.2908630, 13,  0.0000127
 7352.00,  0.1773682, 50,  0.0000127
 4264.00,  0.2753296, 19,  0.0000125
 6600.00,  0.1872559, 40,  0.0000091
 7360.00,  0.2774658, 22,  0.0000091
 6608.00,  0.2119446, 25,  0.0000091
 6608.00,  0.2044067, 36,  0.0000123
 6624.00,  0.3114014, 40,  0.0000123
 7352.00,  0.3796387, 28,  0.0000122
 4280.00,  0.1401367, 14,  0.0000089
 7368.00,  0.2088013, 18,  0.0000089
 4264.00,  0.2792969, 16,  0.0000092
 6616.00,  0.1131287, 121,  0.0000124
 6576.00,  0.2037048, 15,  0.0000093
 6248.00,  0.2055054, 8,  0.0000093
 6024.00,  0.2841797, 12,  0.0000087
 7360.00,  0.2978210, 13,  0.0000087
 6120.00,  0.1358643, 23,  0.0000087
 7360.00,  0.1105652, 27,  0.0000116
 6616.00,  0.1135254, 60,  0.0000116
 5968.00,  0.2263184, 13,  0.0000119
 7360.00,  0.3075562, 27,  0.0000095
 6336.00,  0.2921143, 32,  0.0000097
 6248.00,  0.3829956, 17,  0.0000129
 6608.00,  0.5493164, 8,  0.0000129
 5952.00,  0.2215271, 9,  0.0000129
 6224.00,  0.2969360, 10,  0.0000083
 6400.00,  0.5794067, 8,  0.0000083
 6280.00,  0.2496338, 15,  0.0000082
 6600.00,  0.5490112, 12,  0.0000112
 6368.00,  0.5067749, 8,  0.0000113
 6576.00,  0.5454407, 9,  0.0000115
 6136.00,  0.2635498, 10,  0.0000119
 6616.00,  0.5428467, 10,  0.0000121
 8896.00,  0.5812683, 13,  0.0000122
 8952.00,  0.5171204, 9,  0.0000081
 7816.00,  0.0125427, 13,  0.0000076
 4368.00,  0.0091553, 8,  0.0000102
 7336.00,  0.1961670, 24,  0.0000131
 4184.00,  0.1468506, 8,  0.0000157
 4208.00,  0.2646484, 8,  0.0000177
 4248.00,  0.0851440, 14,  0.0000177
 7336.00,  0.1601868, 43,  0.0000210
 4200.00,  0.3052063, 15,  0.0000173
 4224.00,  0.1676941, 9,  0.0000174
 7344.00,  0.1302490, 48,  0.0000200
 7336.00,  0.1515808, 23,  0.0000169
 4272.00,  0.0046997, 32,  0.0000169
 4200.00,  0.0500183, 9,  0.0000169
 4216.00,  0.2628784, 8,  0.0000169
 7336.00,  0.2573853, 14,  0.0000175
 7352.00,  0.4892578, 9,  0.0000072
 4984.00,  0.2446899, 11,  0.0000071
 6312.00,  0.2855835, 8,  0.0000071
 7352.00,  0.1280518, 18,  0.0000079
 7352.00,  0.3715820, 11,  0.0000076
 7352.00,  0.3384399, 12,  0.0000060
 7360.00,  0.1117554, 12,  0.0000060
 7352.00,  0.1129761, 141,  0.0000089
 6648.00,  0.0854492, 166,  0.0000080
 7152.00,  0.0238647, 28,  0.0000081
 7352.00,  0.1253357, 13,  0.0000081
 7624.00,  0.0327759, 12,  0.0000093
 4384.00,  0.0465393, 19,  0.0000093
 7352.00,  0.1149292, 54,  0.0000065
 7672.00,  0.1105957, 14,  0.0000066
 7352.00,  0.1685791, 34,  0.0000066
 6304.00,  0.1205444, 10,  0.0000092
 7352.00,  0.3366089, 9,  0.0000103
 4240.00,  0.0048828, 64,  0.0000094
 4216.00,  0.0528564, 10,  0.0000119
 7352.00,  0.1374207, 9,  0.0000090
 4216.00,  0.0989380, 42,  0.0000089
 7352.00,  0.0820923, 60,  0.0000089
 4112.00,  0.0793762, 45,  0.0000092
 7344.00,  0.3479614, 8,  0.0000076
