f_Hz_Median,ICI,num_Clicks,var_RI
 5840.00,  0.0036926, 203,  0.0000501
 7344.00,  0.7949829, 22,  0.0000140
 7344.00,  0.6383057, 22,  0.0000141
 8176.00,  0.5818481, 11,  0.0000144
 7496.00,  0.0036621, 179,  0.0000497
 5248.00,  0.3367920, 8,  0.0000134
 7456.00,  0.0036011, 187,  0.0000520
 7504.00,  0.0037842, 145,  0.0000404
 7504.00,  0.0034180, 101,  0.0000217
 5840.00,  0.0035400, 73,  0.0000262
 7344.00,  0.0037231, 65,  0.0000266
 7272.00,  0.0037842, 84,  0.0000223
 4136.00,  0.0036316, 167,  0.0000231
 5048.00,  0.1475830, 46,  0.0000274
 8272.00,  0.1494141, 12,  0.0000221
 7512.00,  0.0037842, 113,  0.0000424
 7488.00,  0.0037231, 168,  0.0000274
 7472.00,  0.0036621, 221,  0.0000582
 7536.00,  0.0037231, 23,  0.0000317
 5848.00,  0.0037842, 48,  0.0000384
 7504.00,  0.0036621, 173,  0.0000638
 5400.00,  0.0050049, 18,  0.0000296
 6624.00,  0.0040283, 77,  0.0000355
 9128.00,  0.0050049, 50,  0.0000355
 6616.00,  0.0074463, 12,  0.0000355
 6264.00,  0.0117798, 15,  0.0000355
 7472.00,  0.0036011, 177,  0.0000300
 7464.00,  0.0036621, 207,  0.0000821
 7440.00,  0.0036621, 199,  0.0000591
 7456.00,  0.0036621, 126,  0.0000433
 7528.00,  0.0036011, 213,  0.0000496
 7480.00,  0.0035706, 65,  0.0000368
 7544.00,  0.0034485, 125,  0.0000464
 7416.00,  0.0037231, 121,  0.0000411
 7472.00,  0.0036621, 161,  0.0000537
 7496.00,  0.0036621, 58,  0.0000323
 5768.00,  0.0036621, 117,  0.0000461
 7376.00,  0.0039673, 216,  0.0000454
 7528.00,  0.0036011, 184,  0.0000675
 7472.00,  0.0037842, 125,  0.0000459
 5832.00,  0.0036316, 209,  0.0000650
 7472.00,  0.0035400, 123,  0.0000454
 7376.00,  0.0036621, 176,  0.0000468
 7496.00,  0.0037842, 60,  0.0000409
 5872.00,  0.0038757, 73,  0.0000454
 7520.00,  0.0040894, 175,  0.0000484
 5840.00,  0.0037231, 86,  0.0000443
 7536.00,  0.0036011, 168,  0.0000552
 7600.00,  0.0478516, 10,  0.0000184
 7432.00,  0.0036621, 123,  0.0000347
 7456.00,  0.0035400, 192,  0.0000522
 7424.00,  0.0036011, 97,  0.0000341
 5816.00,  0.0042114, 63,  0.0000175
 7536.00,  0.0034790, 188,  0.0000464
 7456.00,  0.0035400, 115,  0.0000346
 7392.00,  0.0037231, 202,  0.0000372
 7336.00,  0.1469727, 8,  0.0000157
 7448.00,  0.0038452, 194,  0.0000200
 7512.00,  0.0034790, 179,  0.0000379
 5832.00,  0.0036621, 136,  0.0000417
 4120.00,  0.0036621, 89,  0.0000321
 7512.00,  0.0036011, 70,  0.0000325
 7416.00,  0.0036011, 98,  0.0000335
 4088.00,  0.0048828, 32,  0.0000202
 7472.00,  0.0037231, 115,  0.0000299
 7816.00,  0.0036621, 64,  0.0000320
 7456.00,  0.0039063, 82,  0.0000320
 5200.00,  0.0046387, 37,  0.0000207
 6680.00,  0.0085449, 20,  0.0000207
 6896.00,  0.0083923, 19,  0.0000214
 7344.00,  0.0066833, 13,  0.0000214
 6776.00,  0.0046997, 15,  0.0000214
 7576.00,  0.0037231, 32,  0.0000214
 5200.00,  0.0060425, 42,  0.0000214
 4128.00,  0.0050049, 30,  0.0000156
 4176.00,  0.0030212, 29,  0.0000156
 7504.00,  0.0035400, 137,  0.0000318
 7328.00,  0.0349121, 20,  0.0000131
 7440.00,  0.0036926, 143,  0.0000302
 7448.00,  0.0037231, 166,  0.0000327
 4256.00,  0.2469482, 14,  0.0000130
 4992.00,  0.2197876, 13,  0.0000179
 9152.00,  0.1546631, 22,  0.0000131
 5016.00,  0.1137085, 52,  0.0000131
 6624.00,  0.1518555, 19,  0.0000130
 7424.00,  0.0036011, 197,  0.0000177
 7336.00,  0.0316772, 30,  0.0000141
 5864.00,  0.0039368, 67,  0.0000276
 7464.00,  0.0035706, 201,  0.0000411
 7336.00,  0.0770264, 36,  0.0000217
 7456.00,  0.0037842, 147,  0.0000450
 7480.00,  0.0036621, 160,  0.0000196
 5832.00,  0.0035400, 113,  0.0000371
 7440.00,  0.0037231, 119,  0.0000369
 7440.00,  0.0042725, 26,  0.0000188
 7440.00,  0.0042725, 24,  0.0000195
 8968.00,  0.0661621, 42,  0.0000193
 7440.00,  0.0037842, 91,  0.0000171
 5048.00,  0.2600098, 8,  0.0000213
 7480.00,  0.0036011, 175,  0.0000488
 5832.00,  0.0036011, 218,  0.0000186
 7472.00,  0.0036621, 190,  0.0000190
 7472.00,  0.0035400, 128,  0.0000389
 8152.00,  0.0212402, 8,  0.0000184
 8072.00,  0.0374756, 38,  0.0000162
 4112.00,  0.0748291, 12,  0.0000204
 4360.00,  0.0449829, 13,  0.0000199
 8064.00,  0.1019897, 43,  0.0000141
 7472.00,  0.0036011, 198,  0.0000204
 8056.00,  0.1135864, 19,  0.0000557
 5808.00,  0.0042419, 41,  0.0000200
 5840.00,  0.0037842, 157,  0.0000437
 7384.00,  0.0048828, 27,  0.0000162
 5056.00,  0.0040894, 38,  0.0000178
 5976.00,  0.0036621, 291,  0.0000220
 5656.00,  0.0039673, 256,  0.0000331
 6064.00,  0.0056152, 18,  0.0000331
 5904.00,  0.0038452, 50,  0.0000251
 5816.00,  0.0033569, 25,  0.0000251
 5744.00,  0.0081177, 8,  0.0000251
 5136.00,  0.0039978, 15,  0.0000137
 8176.00,  0.0131226, 9,  0.0000186
 7568.00,  0.0039978, 111,  0.0000237
 7272.00,  0.0051880, 20,  0.0000237
 8296.00,  0.0034180, 24,  0.0000237
 6944.00,  0.0047607, 74,  0.0000237
 7320.00,  0.0042114, 40,  0.0000187
 7400.00,  0.0211487, 9,  0.0000154
 8136.00,  0.0036316, 9,  0.0000187
 8600.00,  0.0097046, 10,  0.0000178
 7720.00,  0.0038147, 59,  0.0000178
 7440.00,  0.0038757, 119,  0.0000280
 7504.00,  0.0035706, 89,  0.0000171
 7712.00,  0.0038452, 43,  0.0000168
 8168.00,  0.0040894, 28,  0.0000122
 7760.00,  0.0036926, 99,  0.0000283
 5592.00,  0.0481262, 39,  0.0000101
 8152.00,  0.0453491, 22,  0.0000101
 7464.00,  0.0037842, 147,  0.0000290
 5856.00,  0.0037231, 139,  0.0000392
 7448.00,  0.0032959, 133,  0.0000270
 7464.00,  0.0037231, 189,  0.0000485
 5000.00,  0.0061035, 14,  0.0000163
 5856.00,  0.0037842, 125,  0.0000318
 5056.00,  0.0565491, 13,  0.0000170
 7464.00,  0.0037842, 163,  0.0000302
 7344.00,  0.1499023, 19,  0.0000122
 9152.00,  0.0577393, 80,  0.0000173
 6624.00,  0.0576782, 80,  0.0000133
 6400.00,  0.1243286, 43,  0.0000120
 5216.00,  0.0740356, 10,  0.0000195
 7328.00,  0.1066284, 48,  0.0000191
 5832.00,  0.0036621, 157,  0.0000467
 7568.00,  0.0342407, 16,  0.0000175
 7600.00,  0.0554199, 12,  0.0000171
 7416.00,  0.0036621, 229,  0.0000342
 5840.00,  0.0036621, 187,  0.0000501
 7416.00,  0.0037231, 230,  0.0000368
 5832.00,  0.0036621, 58,  0.0000263
 5816.00,  0.0037231, 49,  0.0000270
 7488.00,  0.0044250, 23,  0.0000248
 7384.00,  0.0038147, 155,  0.0000380
 7352.00,  0.0542603, 12,  0.0000172
 7392.00,  0.0036621, 117,  0.0000362
 7464.00,  0.0037231, 137,  0.0000463
 8808.00,  0.0234985, 10,  0.0000276
 5832.00,  0.0035706, 213,  0.0000649
 8168.00,  0.0045471, 15,  0.0000262
 4120.00,  0.0131226, 79,  0.0000220
 7384.00,  0.0037842, 40,  0.0000231
 5176.00,  0.0487671, 8,  0.0000142
 5128.00,  0.0045471, 39,  0.0000196
 5192.00,  0.0034180, 72,  0.0000140
 7208.00,  0.0035400, 88,  0.0000199
 4480.00,  0.2651367, 12,  0.0000133
 5192.00,  0.2676697, 15,  0.0000214
 6288.00,  0.2180176, 10,  0.0000214
 5168.00,  0.0083008, 11,  0.0000236
 5728.00,  0.5250854, 8,  0.0000236
 5816.00,  0.0036926, 209,  0.0000455
 5848.00,  0.0037231, 103,  0.0000326
 5816.00,  0.0038452, 80,  0.0000307
 7472.00,  0.0040283, 64,  0.0000266
 7480.00,  0.0036011, 177,  0.0000494
 7488.00,  0.0037537, 43,  0.0000283
 7536.00,  0.0036621, 158,  0.0000588
 5832.00,  0.0044556, 105,  0.0000862
 5840.00,  0.0037842, 68,  0.0000337
 6936.00,  0.2067261, 58,  0.0000483
 5840.00,  0.0037842, 123,  0.0000421
 7456.00,  0.0037231, 113,  0.0000374
 7496.00,  0.0038452, 173,  0.0000430
 7472.00,  0.0035400, 141,  0.0000318
 5824.00,  0.0036011, 174,  0.0000230
 5824.00,  0.0036621, 175,  0.0000536
 5816.00,  0.0037231, 211,  0.0000680
 7384.00,  0.0037231, 227,  0.0000436
 7424.00,  0.0038452, 163,  0.0000386
 7376.00,  0.0039673, 217,  0.0000418
 7416.00,  0.0036011, 111,  0.0000312
 7400.00,  0.0036621, 168,  0.0000386
 7320.00,  0.0036011, 90,  0.0000304
 5840.00,  0.0037842, 114,  0.0000401
 9120.00,  0.0131836, 30,  0.0000210
 7352.00,  0.0486450, 13,  0.0000159
 5904.00,  0.0457764, 8,  0.0000159
 4136.00,  0.0036011, 196,  0.0000201
 7440.00,  0.0036316, 133,  0.0000394
 5816.00,  0.0037231, 164,  0.0000457
 7512.00,  0.0038452, 62,  0.0000262
 7352.00,  0.0035400, 42,  0.0000402
 5824.00,  0.0036621, 208,  0.0000591
 5824.00,  0.0037842, 117,  0.0000492
 7560.00,  0.0038452, 124,  0.0000501
 6896.00,  0.0073242, 3357,  0.0001114
 8688.00,  0.0049438, 16,  0.0000305
 5848.00,  0.0038452, 50,  0.0000328
 5200.00,  0.1669312, 50,  0.0000189
 5208.00,  0.1588745, 52,  0.0000140
 5168.00,  0.1522827, 44,  0.0000140
 7544.00,  0.0038452, 175,  0.0000403
 6384.00,  0.1364746, 10,  0.0000127
 6800.00,  0.1140137, 12,  0.0000198
 5192.00,  0.0838013, 49,  0.0000198
 6808.00,  0.0457458, 23,  0.0000144
 6696.00,  0.1296387, 47,  0.0000199
 5056.00,  0.1236572, 17,  0.0000170
 4176.00,  0.1890259, 15,  0.0000170
 7400.00,  0.0038452, 109,  0.0000413
 6208.00,  0.0356445, 17,  0.0000361
 7392.00,  0.0038147, 217,  0.0000163
 5136.00,  0.0634155, 17,  0.0000134
 7720.00,  0.0036621, 141,  0.0000265
 7352.00,  0.0045166, 13,  0.0000231
 7432.00,  0.0034790, 143,  0.0000461
 7400.00,  0.0035400, 216,  0.0000357
 7472.00,  0.0036011, 169,  0.0000430
 5824.00,  0.0035400, 218,  0.0000584
 5800.00,  0.0037842, 172,  0.0000552
 7416.00,  0.0038452, 62,  0.0000295
 7384.00,  0.0036011, 188,  0.0000394
 7464.00,  0.0040283, 30,  0.0000290
 4152.00,  0.1005249, 16,  0.0000224
 7328.00,  0.1195068, 19,  0.0000224
 6928.00,  0.1950073, 12,  0.0000224
 7688.00,  0.1308594, 45,  0.0000230
 7344.00,  0.1360168, 25,  0.0000182
 4128.00,  0.1245728, 14,  0.0000179
 6744.00,  0.1607666, 9,  0.0000177
 4272.00,  0.2530823, 11,  0.0000177
 7352.00,  0.1330261, 21,  0.0000225
 5824.00,  0.0037842, 211,  0.0000630
 5832.00,  0.0037842, 78,  0.0000342
 7440.00,  0.0036011, 153,  0.0000549
 7416.00,  0.0035706, 91,  0.0000344
 7456.00,  0.0037842, 216,  0.0000659
 7440.00,  0.0037842, 150,  0.0000525
 7304.00,  0.0038757, 81,  0.0000332
 5832.00,  0.0037842, 118,  0.0000663
 5712.00,  0.0039368, 21,  0.0000454
 7416.00,  0.0033569, 31,  0.0000428
 7344.00,  0.0039368, 145,  0.0000533
 7408.00,  0.0036621, 136,  0.0000581
 5784.00,  0.0035706, 81,  0.0000475
 5840.00,  0.0037842, 96,  0.0000426
 7024.00,  0.0493774, 38,  0.0000253
 5464.00,  0.1612854, 15,  0.0000284
 5056.00,  0.1912842, 16,  0.0000282
 6720.00,  0.0427551, 69,  0.0000282
 5568.00,  0.1200256, 21,  0.0000318
 7440.00,  0.0038147, 37,  0.0000378
 6744.00,  0.1090088, 26,  0.0000378
 6008.00,  0.0671997, 262,  0.0000305
 7320.00,  0.0684204, 42,  0.0000359
 6008.00,  0.0439453, 32,  0.0000359
 4144.00,  0.3819580, 8,  0.0000296
 6848.00,  0.2196655, 9,  0.0000374
 6688.00,  0.1146851, 14,  0.0000307
 7480.00,  0.0036621, 56,  0.0000387
 5448.00,  0.0037842, 30,  0.0000542
 7456.00,  0.0036621, 162,  0.0000542
 5152.00,  0.0518799, 58,  0.0000489
 6712.00,  0.0821838, 13,  0.0000489
 5152.00,  0.2030029, 12,  0.0000489
 6696.00,  0.1126099, 14,  0.0000240
 6824.00,  0.0846558, 22,  0.0000292
 5056.00,  0.0999756, 18,  0.0000276
 5296.00,  0.0906372, 10,  0.0000249
 7464.00,  0.0037231, 88,  0.0000423
 5040.00,  0.0051270, 15,  0.0000210
 7320.00,  0.0038452, 167,  0.0000404
 7480.00,  0.0034485, 19,  0.0000274
 7216.00,  0.0037842, 218,  0.0000401
 7400.00,  0.0032349, 131,  0.0000247
 7368.00,  0.0036621, 216,  0.0000199
 7456.00,  0.0036011, 157,  0.0000349
 7400.00,  0.0035706, 215,  0.0000472
 7408.00,  0.0037231, 84,  0.0000321
 6248.00,  0.0960388, 61,  0.0000197
 7040.00,  0.0581055, 35,  0.0000239
 6552.00,  0.0398560, 149,  0.0000193
 4320.00,  0.1426086, 9,  0.0000242
 7336.00,  0.0868835, 37,  0.0000241
 4120.00,  0.0602112, 19,  0.0000200
 5824.00,  0.0037842, 129,  0.0000200
 7440.00,  0.0035095, 69,  0.0000290
 5000.00,  0.4204102, 8,  0.0000147
 7328.00,  0.3009949, 15,  0.0000199
 5912.00,  0.0047302, 31,  0.0000213
 5824.00,  0.0037231, 127,  0.0000439
 7336.00,  0.0989380, 8,  0.0000201
 5816.00,  0.0037842, 92,  0.0000352
 7440.00,  0.0036621, 224,  0.0000592
 5800.00,  0.0037842, 111,  0.0000383
 5808.00,  0.0038757, 91,  0.0000380
 7464.00,  0.0037231, 30,  0.0000264
 7472.00,  0.0037231, 62,  0.0000318
 7432.00,  0.0037842, 225,  0.0000658
 7424.00,  0.0035400, 117,  0.0000350
 7496.00,  0.0038452, 42,  0.0000290
 5816.00,  0.0037842, 202,  0.0000566
 7440.00,  0.0036926, 121,  0.0000352
 7408.00,  0.0035400, 223,  0.0000456
 7448.00,  0.0046997, 26,  0.0000226
 7456.00,  0.0037231, 166,  0.0000507
 5832.00,  0.0036621, 172,  0.0000510
 5816.00,  0.0037231, 76,  0.0000319
 5808.00,  0.0034790, 188,  0.0000484
 7416.00,  0.0039063, 24,  0.0000206
 7344.00,  0.1032104, 10,  0.0000144
 7344.00,  0.1685181, 8,  0.0000197
 5816.00,  0.0036621, 167,  0.0000389
 7416.00,  0.0036011, 229,  0.0000364
 7544.00,  0.1512756, 11,  0.0000175
 7480.00,  0.0041504, 38,  0.0000168
 7408.00,  0.0039673, 52,  0.0000224
 7456.00,  0.0037231, 169,  0.0000418
 7488.00,  0.0036011, 196,  0.0000417
 7344.00,  0.2240601, 8,  0.0000209
 7336.00,  0.1320801, 40,  0.0000147
 5760.00,  0.0036316, 79,  0.0000294
 7736.00,  0.0048218, 33,  0.0000205
 7400.00,  0.0036011, 201,  0.0000350
 7552.00,  0.0818481, 9,  0.0000178
 7568.00,  0.0378418, 18,  0.0000166
 7552.00,  0.0673218, 8,  0.0000176
 7576.00,  0.0762329, 10,  0.0000165
 5808.00,  0.0036011, 168,  0.0000449
 7688.00,  0.0485840, 616,  0.0000201
 9032.00,  0.0508423, 261,  0.0000193
 4392.00,  0.0035400, 66,  0.0000176
 5192.00,  0.0611572, 72,  0.0000214
 7432.00,  0.0037842, 105,  0.0000332
 7344.00,  0.0601196, 29,  0.0000182
 7384.00,  0.0045166, 38,  0.0000199
 7352.00,  0.1397095, 28,  0.0000148
 6800.00,  0.1119080, 33,  0.0000129
 6736.00,  0.1708374, 12,  0.0000182
 6272.00,  0.0800781, 11,  0.0000182
 6752.00,  0.0638123, 17,  0.0000178
 7360.00,  0.1749878, 18,  0.0000127
 6944.00,  0.0959473, 30,  0.0000177
 7600.00,  0.0673828, 9,  0.0000184
 7400.00,  0.0035400, 158,  0.0000325
 5824.00,  0.0036621, 177,  0.0000467
 7440.00,  0.0037537, 197,  0.0000490
 7424.00,  0.0041809, 47,  0.0000214
 7448.00,  0.0039063, 80,  0.0000293
 7496.00,  0.0036621, 225,  0.0000555
 7400.00,  0.0049438, 41,  0.0000213
 7512.00,  0.0037842, 66,  0.0000284
 7440.00,  0.0037842, 188,  0.0000395
 5184.00,  0.0765991, 14,  0.0000183
 6288.00,  0.1954346, 79,  0.0000136
 7512.00,  0.0039368, 25,  0.0000204
 5184.00,  0.1532593, 17,  0.0000204
 5056.00,  0.1258545, 38,  0.0000186
 6176.00,  0.1264038, 12,  0.0000143
 6616.00,  0.0401001, 58,  0.0000143
 6264.00,  0.0913086, 168,  0.0000147
 5960.00,  0.0921326, 145,  0.0000195
 6608.00,  0.1245117, 15,  0.0000190
 6112.00,  0.1207581, 15,  0.0000138
 6584.00,  0.1224060, 9,  0.0000190
 6088.00,  0.0424194, 21,  0.0000190
 6352.00,  0.0231934, 164,  0.0000207
 6384.00,  0.0704346, 106,  0.0000160
 5016.00,  0.1210938, 38,  0.0000160
 6648.00,  0.1293945, 13,  0.0000144
 5000.00,  0.0179749, 59,  0.0000188
 6800.00,  0.1187744, 38,  0.0000140
 7424.00,  0.0036316, 187,  0.0000277
 8152.00,  0.0621338, 10,  0.0000230
 5696.00,  0.0571594, 23,  0.0000230
 5056.00,  0.2695923, 10,  0.0000230
 6384.00,  0.2098694, 25,  0.0000140
 5056.00,  0.2960815, 22,  0.0000140
 6576.00,  0.1033936, 94,  0.0000185
 6136.00,  0.3461304, 10,  0.0000194
 7328.00,  0.3632202, 9,  0.0000194
 6648.00,  0.1371460, 12,  0.0000192
 5000.00,  0.1201782, 36,  0.0000140
 5000.00,  0.3119507, 14,  0.0000140
 6176.00,  0.1500854, 10,  0.0000194
 8536.00,  0.0214844, 81,  0.0000192
 5168.00,  0.0952148, 112,  0.0000153
 6320.00,  0.1116333, 14,  0.0000179
 7496.00,  0.0036621, 160,  0.0000179
 6248.00,  0.0579834, 29,  0.0000385
 7616.00,  0.0469666, 177,  0.0000385
 6592.00,  0.1042480, 17,  0.0000142
 6624.00,  0.1076660, 8,  0.0000189
 5000.00,  0.1129761, 32,  0.0000184
 6600.00,  0.1041260, 30,  0.0000133
 5000.00,  0.1050415, 14,  0.0000176
 6632.00,  0.1060486, 25,  0.0000129
 5216.00,  0.2788391, 19,  0.0000173
 5184.00,  0.1184998, 21,  0.0000124
 5192.00,  0.1301575, 31,  0.0000124
 5064.00,  0.0762939, 46,  0.0000122
 5032.00,  0.1548462, 16,  0.0000178
 5184.00,  0.1284180, 31,  0.0000178
 5248.00,  0.0745544, 113,  0.0000196
 5160.00,  0.1090698, 91,  0.0000150
 5192.00,  0.1042480, 8,  0.0000141
 5696.00,  0.0158691, 164,  0.0000141
 6576.00,  0.0301819, 43,  0.0000141
 5416.00,  0.1230774, 9,  0.0000187
 5160.00,  0.0749817, 281,  0.0000187
 5152.00,  0.0994873, 79,  0.0000149
 5248.00,  0.0578003, 23,  0.0000151
 5000.00,  0.1038818, 16,  0.0000151
 5320.00,  0.0679932, 102,  0.0000151
 5280.00,  0.0724182, 9,  0.0000193
 5208.00,  0.1286011, 34,  0.0000186
 5256.00,  0.2241211, 8,  0.0000186
 5232.00,  0.0845337, 241,  0.0000142
 6568.00,  0.4048767, 9,  0.0000149
 5000.00,  0.2558594, 10,  0.0000188
 5056.00,  0.1076355, 51,  0.0000176
 5304.00,  0.1009521, 16,  0.0000125
 5000.00,  0.0668030, 293,  0.0000192
 5176.00,  0.0489197, 79,  0.0000192
 5848.00,  0.0036316, 159,  0.0000427
 5192.00,  0.0331421, 479,  0.0000427
 5192.00,  0.0513306, 271,  0.0000161
 5056.00,  0.0854492, 89,  0.0000224
 5192.00,  0.0639648, 156,  0.0000224
 7360.00,  0.0287476, 212,  0.0000225
 6736.00,  0.0109863, 30,  0.0000145
 5160.00,  0.1331177, 12,  0.0000145
 5296.00,  0.0854492, 30,  0.0000145
 5000.00,  0.0491333, 36,  0.0000202
 5224.00,  0.1300049, 22,  0.0000202
 5152.00,  0.0486145, 197,  0.0000202
 5208.00,  0.4641724, 10,  0.0000135
 5176.00,  0.0908508, 39,  0.0000190
 5192.00,  0.0102539, 136,  0.0000190
 7112.00,  0.1455078, 8,  0.0000149
 5384.00,  0.1185608, 13,  0.0000201
 5192.00,  0.1134949, 35,  0.0000201
 6696.00,  0.0333862, 61,  0.0000211
 5056.00,  0.0639038, 120,  0.0000211
 8152.00,  0.0905151, 16,  0.0000152
 7416.00,  0.0036621, 134,  0.0000356
 7448.00,  0.0037231, 136,  0.0000338
 5880.00,  0.0110474, 22,  0.0000171
 7448.00,  0.0034790, 247,  0.0000517
 7328.00,  0.0300903, 86,  0.0000517
 7576.00,  0.0589294, 13,  0.0000193
 7488.00,  0.0037842, 148,  0.0000425
 5864.00,  0.0036621, 199,  0.0000193
 7456.00,  0.0037842, 53,  0.0000189
 5864.00,  0.0036011, 58,  0.0000287
 7472.00,  0.0036011, 186,  0.0000465
 4152.00,  0.0670166, 20,  0.0000174
 7496.00,  0.0049438, 37,  0.0000196
 7480.00,  0.0035400, 178,  0.0000180
 5848.00,  0.1442871, 13,  0.0000193
 5040.00,  0.1213379, 8,  0.0000188
 5000.00,  0.1733704, 11,  0.0000127
 7512.00,  0.0036011, 197,  0.0000447
 5304.00,  0.0231934, 71,  0.0000220
 6144.00,  0.0396729, 32,  0.0000188
 7504.00,  0.0036621, 144,  0.0000319
 5904.00,  0.0666504, 83,  0.0000202
 5264.00,  0.0658569, 52,  0.0000202
 4848.00,  0.1938477, 10,  0.0000199
 5256.00,  0.1075745, 13,  0.0000202
 7336.00,  0.1040039, 52,  0.0000157
 7080.00,  0.0045776, 128,  0.0000157
 6312.00,  0.0504761, 75,  0.0000157
 5824.00,  0.0800781, 46,  0.0000161
 7544.00,  0.0038147, 43,  0.0000272
 4120.00,  0.0037231, 101,  0.0000347
 7512.00,  0.0184326, 26,  0.0000190
 7864.00,  0.0581055, 43,  0.0000195
 7464.00,  0.0037842, 108,  0.0000366
 7464.00,  0.0035400, 185,  0.0000392
 7544.00,  0.0036621, 152,  0.0000431
 7432.00,  0.0034790, 63,  0.0000208
 7504.00,  0.0035400, 171,  0.0000441
 7400.00,  0.0039978, 167,  0.0000353
 7552.00,  0.0037231, 73,  0.0000326
 7408.00,  0.0036621, 150,  0.0000225
 7368.00,  0.0036316, 145,  0.0000376
 7336.00,  0.0079346, 58,  0.0000376
 7496.00,  0.0037231, 77,  0.0000279
 7552.00,  0.0039673, 34,  0.0000250
 4200.00,  0.1494446, 11,  0.0000243
 6616.00,  0.1574707, 58,  0.0000196
 7496.00,  0.0038452, 186,  0.0000332
 7512.00,  0.0036011, 94,  0.0000358
 7352.00,  0.0035400, 100,  0.0000300
 7488.00,  0.0036621, 62,  0.0000284
 7344.00,  0.0050659, 9,  0.0000212
 4104.00,  0.0036926, 155,  0.0000458
 6184.00,  0.2472534, 9,  0.0000244
 4104.00,  0.0036926, 127,  0.0000420
 8064.00,  0.1945190, 14,  0.0000361
 7344.00,  0.2329102, 24,  0.0000215
 8176.00,  0.2449341, 14,  0.0000167
 7416.00,  0.0034790, 218,  0.0000518
 7376.00,  0.0471802, 29,  0.0000186
 7376.00,  0.0910645, 14,  0.0000247
 7504.00,  0.0035400, 102,  0.0000202
 6568.00,  0.0088501, 22,  0.0000269
 7344.00,  0.0399475, 11,  0.0000204
 6136.00,  0.1074219, 8,  0.0000215
 6736.00,  0.3082886, 10,  0.0000459
 7560.00,  0.0037842, 171,  0.0000459
 7240.00,  0.0982056, 10,  0.0000413
 6408.00,  0.3019409, 10,  0.0000162
 6600.00,  0.0447693, 9,  0.0000166
 6752.00,  0.0405884, 21,  0.0000187
 7552.00,  0.0037842, 85,  0.0000328
 7496.00,  0.0035706, 101,  0.0000320
 7456.00,  0.0037842, 86,  0.0000490
 7464.00,  0.0039673, 104,  0.0000179
 7488.00,  0.0045776, 126,  0.0000535
 7472.00,  0.0037842, 152,  0.0000641
 7568.00,  0.0220337, 32,  0.0000165
 7488.00,  0.0036926, 201,  0.0000167
 7336.00,  0.2244263, 24,  0.0000164
 5176.00,  0.4327393, 29,  0.0000119
 7432.00,  0.0037537, 223,  0.0000312
 7512.00,  0.0036316, 193,  0.0000472
 7496.00,  0.0036621, 140,  0.0000381
 7592.00,  0.0629272, 12,  0.0000177
 7488.00,  0.0037842, 140,  0.0000168
 7520.00,  0.0036621, 165,  0.0000420
 4112.00,  0.0038452, 85,  0.0000271
 7480.00,  0.0036621, 210,  0.0000373
 7456.00,  0.0037842, 177,  0.0000437
 4160.00,  0.3161011, 8,  0.0000186
 7336.00,  0.1442261, 20,  0.0000186
 4192.00,  0.2743530, 22,  0.0000186
 5208.00,  0.2585449, 28,  0.0000138
 7528.00,  0.0034790, 64,  0.0000266
 7456.00,  0.0034790, 210,  0.0000381
 7536.00,  0.0036316, 197,  0.0000496
 7472.00,  0.0036621, 182,  0.0000452
 5184.00,  0.2330322, 8,  0.0000452
 5256.00,  0.0748291, 22,  0.0000300
 4088.00,  0.0036011, 91,  0.0000300
 7504.00,  0.0040894, 38,  0.0000214
 5184.00,  0.0228271, 78,  0.0000147
 5200.00,  0.0243225, 87,  0.0000197
 7080.00,  0.0097961, 11,  0.0000157
 7840.00,  0.0609741, 18,  0.0000155
 7560.00,  0.0037231, 50,  0.0000246
 7496.00,  0.0037842, 135,  0.0000478
 7568.00,  0.0758667, 8,  0.0000180
 8152.00,  0.0050659, 32,  0.0000175
 7528.00,  0.0035400, 34,  0.0000178
 7552.00,  0.0037842, 76,  0.0000280
 8624.00,  0.1250000, 19,  0.0000188
 5016.00,  0.1657104, 12,  0.0000188
 7360.00,  0.1447144, 32,  0.0000135
 6160.00,  0.0534668, 12,  0.0000192
 8184.00,  0.1374512, 24,  0.0000138
 6720.00,  0.0098267, 31,  0.0000138
 7368.00,  0.0158691, 134,  0.0000138
 6032.00,  0.1192017, 24,  0.0000132
 8176.00,  0.1477051, 38,  0.0000132
 5016.00,  0.1577454, 71,  0.0000182
 5904.00,  0.1099854, 60,  0.0000181
 5000.00,  0.1455078, 12,  0.0000128
 7352.00,  0.0335693, 70,  0.0000180
 7328.00,  0.1455078, 14,  0.0000167
 5584.00,  0.0650024, 60,  0.0000163
 5320.00,  0.1760864, 8,  0.0000201
 6080.00,  0.0355225, 68,  0.0000179
 7536.00,  0.0037231, 200,  0.0000179
 8160.00,  0.0379639, 25,  0.0000454
 9144.00,  0.1547852, 34,  0.0000209
 7408.00,  0.2275391, 10,  0.0000143
 5176.00,  0.1022644, 47,  0.0000143
 4992.00,  0.1887207, 10,  0.0000142
 6264.00,  0.0476685, 100,  0.0000142
 5624.00,  0.1301880, 12,  0.0000216
 6584.00,  0.1439819, 48,  0.0000216
 5464.00,  0.0695801, 15,  0.0000206
 7336.00,  0.0156250, 53,  0.0000212
 7488.00,  0.0039063, 132,  0.0000415
 8104.00,  0.0880737, 30,  0.0000353
 7504.00,  0.0050354, 23,  0.0000233
